timestamp_utc,symbol,interval,price,elite_score,system_confidence,conviction,final_action,onchain_signal,diffusion_score,fear_greed,manifold_score,chaos_class,gates_allow_trade
2026-02-19T07:00:00+00:00,BTCUSDT,1h,67196.88,93.14272837346104,1.0,0.0,HOLD,STRONG_ACCUMULATION,100.0,9,0.0,NA,True
2026-02-19T08:00:17.983000,BTCUSDT,67186.8,94.13214141071964,1.0,HOLD,100.0,9,0.0,STRONG_ACCUMULATION,NA,True
2026-02-19T08:04:04.403760,BTCUSDT,67098.0,94.01735278717554,1.0,HOLD,100.0,9,0.0,STRONG_ACCUMULATION,NA,True
