time,open,high,low,close,volume,rsi,macd,signal_line,macd_hist,bb_upper,bb_lower,volume_sma,vol_ratio,trend,pred_close,signal,returns,strategy_returns
2025-01-29,101335.52,104782.68,101328.01,103733.24,23155.35802,57.143374339226455,1600.500249406672,1682.3539040055932,-81.85365459892114,108871.02345949717,93211.75854050284,31646.0659026,0.7316978385644323,1,102236.66,0,,
2025-01-30,103733.25,106457.44,103278.54,104722.94,19374.07472,60.23734459065668,1656.5098328973545,1677.1850897839458,-20.67525688659134,108937.7342986008,94144.7307013992,31040.6264266,0.6241521821672243,1,101887.766,0,0.00954081835292131,0.0
2025-01-31,104722.94,106012.0,101560.0,102429.56,21983.18193,46.13752575889115,1498.5666879638593,1641.4614094199287,-142.89472145606942,108572.42095805265,95293.00104194734,31787.390308100003,0.6915692580273973,0,97367.88,0,-0.021899499765762886,-0.0
2025-02-01,102429.56,102783.71,100279.51,100635.65,12290.95747,41.34438086154823,1214.6404440648184,1556.0972163489068,-341.4567722840884,107943.33180050494,96531.14919949506,31971.594870599998,0.3844336674396669,0,95982.08,0,-0.01751359666096397,-0.0
2025-02-02,100635.66,101456.6,96150.0,97700.59,34619.49939,41.8799087574917,744.2132108782098,1393.7204152547677,-649.5072043765579,107325.08445956267,97465.84554043732,31571.5916286,1.0965395662421709,0,95416.93,0,-0.029165211334154395,-0.0
2025-02-03,97700.59,102500.01,91231.0,101328.52,75164.7385,48.141294279674476,656.571324924269,1246.290597188668,-589.719272264399,106773.25248576564,98494.44351423436,33937.4976771,2.2147990760885974,1,97822.8,0,0.03713314320824468,0.0
2025-02-04,101328.51,101732.31,96150.0,97763.13,40267.98697,33.061832963001436,296.00515986151004,1056.2335097232365,-760.2283498617264,107089.46818856093,97904.80581143907,34425.3974361,1.169717417053643,0,94063.16,0,-0.03518644109279401,-0.0
2025-02-05,97763.14,99149.0,96155.0,96612.43,26233.30444,34.87539339971114,-81.65670917468378,828.6554659436523,-910.3121751183361,107518.18428017046,97138.60271982955,34345.419999599995,0.763807938301687,0,93698.01,0,-0.011770285996367091,-0.0
2025-02-06,96612.44,99120.0,95676.64,96554.35,23515.20405,34.21936147107675,-381.2482395115949,586.6747248526029,-967.9229643641978,107671.7614581455,96232.71254185449,33562.5875561,0.7006373990293282,0,94030.18,0,-0.0006011648811647952,-0.0
2025-02-07,96554.35,100137.99,95620.34,96506.8,31794.22065,31.326358375308132,-615.4194015759858,346.25589956688515,-961.6753011428709,107619.86302007796,95479.66797992206,33936.907089600005,0.9368626482683616,0,94327.51,0,-0.0004924687494659574,-0.0
2025-02-08,96506.8,96880.0,95688.0,96444.74,10147.24294,31.41275101521036,-796.8241649987758,117.63988665375291,-914.4640516525287,107791.6607525392,94819.1872474608,32274.405087599996,0.3144052667263145,0,94252.07,0,-0.0006430634939713631,-0.0
2025-02-09,96444.75,97323.09,94713.0,96462.75,14120.91613,34.77734589202814,-928.4330917260668,-91.5747090222111,-836.8583827038557,107831.9246718979,94199.1973281021,28503.989307499996,0.4954013972452793,1,94693.125,0,0.00018673905907151678,0.0
2025-02-10,96462.75,98345.0,95256.0,97430.82,20572.87537,38.73870907926316,-943.7401073474466,-262.0077886872583,-681.7323186601883,107124.55725439363,94035.26474560636,27235.582075000002,0.755367567079985,1,95204.66,0,0.010035687350816946,0.0
2025-02-11,97430.82,98478.42,94876.88,95778.2,18647.76379,37.11207420346212,-1076.8108448588027,-424.96839992156725,-651.8424449372355,106889.19208637926,93477.78391362073,27055.535637500005,0.6892402368169525,0,95367.94,0,-0.016961983897908373,-0.0
2025-02-12,95778.21,98119.99,94088.23,97869.99,29151.16625,36.20687627180449,-1001.9307577824075,-540.3608714937354,-461.569886288672,106422.50333984825,93340.43766015174,25815.437934499998,1.1292144771653128,1,95631.586,0,0.021839938524633062,0.0
2025-02-13,97870.0,98083.91,95217.36,96608.14,19921.77616,31.15151627768695,-1032.50640742018,-638.7899786790244,-393.7164287411556,105719.9244787949,93216.78052120509,25631.064734000003,0.7772512131957381,0,95716.73,0,-0.0128931248485874,-0.0
2025-02-14,96608.13,98826.0,96252.82,97500.48,18173.02646,37.754057567169,-973.5114160261874,-705.7342661484571,-267.77714987773027,104892.12831743422,93319.9396825658,26086.2998685,0.6966502168421549,1,96224.055,0,0.009236695789816451,0.0
2025-02-15,97500.47,97972.26,97223.58,97569.66,7349.37683,41.66879068814495,-910.6774892528047,-746.7229107693267,-163.95457848347792,104430.95098274836,93276.08301725166,25963.143090999998,0.28306961157363214,1,96282.46,0,0.0007095349684433927,0.0
2025-02-16,97569.67,97704.47,96046.18,96118.12,8191.4249,45.32287134149983,-966.8629028719151,-790.7509091898445,-176.11199368207065,104042.81670987218,93067.74629012782,23834.807631,0.3436748903878745,0,97862.15,1,-0.014876960727340904,-0.0
2025-02-17,96118.12,97046.59,95205.0,95780.0,16492.0451,29.641895313084802,-1026.8369687800878,-837.9681211078931,-188.86884767219465,103734.82745537389,92820.18354462611,23558.3070035,0.7000522192681256,0,96348.805,1,-0.0035177550289164916,-0.0035177550289164916
2025-02-18,95780.01,96753.91,93388.09,95671.74,23368.19471,39.718018479533804,-1070.7594766137918,-884.5263922090729,-186.23308440471885,102800.02017211843,92948.84082788155,23568.948838,0.9914822621331195,0,96231.19,1,-0.0011302986009604776,-0.0011302986009604776
2025-02-19,95671.74,96899.99,95029.99,96644.37,16438.50954,50.159826262747586,-1015.3805927044159,-910.6972323081416,-104.68336039627434,101214.67955667891,93726.32444332111,23422.170579,0.7018354462305275,1,95825.12,0,0.01016632497746972,0.01016632497746972
2025-02-20,96644.37,98711.36,96415.09,98305.0,17057.39177,57.549387001763705,-827.9493806078535,-894.1476619680841,66.19828136023057,100232.2838733935,94296.2641266065,23175.881071,0.7359975535663206,1,98519.28,1,0.017182894357943512,0.0
2025-02-21,98305.01,99475.0,94871.95,96181.98,32249.2814,48.81193435024709,-841.0239650836738,-883.5229225912021,42.4989575075283,99582.06570363216,94501.11529636785,24173.7972675,1.3340593967567078,0,96742.63,1,-0.02159625654849706,-0.02159625654849706
2025-02-22,96181.99,96980.0,95770.49,96551.01,11268.17708,50.380157815396444,-812.2449761107855,-869.2673332951188,57.02235718433326,99513.80380138214,94454.41919861786,23006.231152,0.489788049400713,1,96105.29,0,0.0038367893861199764,0.0038367893861199764
2025-02-23,96551.01,96650.0,95227.94,96258.0,10884.84913,49.2816843003377,-803.8149992675026,-856.1768664895957,52.36186722209311,98235.99497082132,95225.17602917868,19792.2366835,0.5499554852774303,0,90679.34,0,-0.003034768875022631,-0.0
2025-02-24,96258.0,96500.0,91349.26,91552.88,31550.10299,33.66253194983196,-1163.387239640826,-917.6189411198418,-245.76829852098422,99118.17563948222,93721.9703605178,19356.3424845,1.6299620145316405,0,94035.016,1,-0.04888030085811046,-0.0
2025-02-25,91552.88,92540.69,86050.99,88680.4,78333.11111,31.524806080483117,-1660.9891118462256,-1066.2929752651187,-594.6961365811069,100407.61834103978,91639.32465896022,21961.332818000003,3.5668650786894145,0,97260.0,1,-0.0313750916410277,-0.0313750916410277
2025-02-26,88680.39,89414.15,82256.01,84250.09,56893.54409,18.395666879529514,-2385.3345204191864,-1330.1012842959324,-1055.233236123254,102245.60903324094,88570.90796675906,23630.24982,2.4076573258166256,0,97030.18,1,-0.04995816437454048,-0.04995816437454048
2025-02-27,84250.09,87078.46,82716.49,84708.58,42505.45439,21.318289099197088,-2889.083606675267,-1641.8977487717993,-1247.1858579034679,103132.89907902376,86503.79592097625,24165.811507,1.7589086291469103,1,95202.37,1,0.005442011990729023,0.005442011990729023
2025-02-28,84708.57,85120.0,78258.52,84349.94,83648.03969,17.466005226996344,-3279.4442456887045,-1969.4070481551807,-1310.0371975335238,103706.03208607664,84721.18291392336,27840.8513445,3.0045072492556804,0,98156.27,1,-0.0042338096093689215,-0.0042338096093689215
2025-03-01,84349.95,86558.0,83824.78,86064.53,25785.05464,23.679542383808084,-3411.1333589250135,-2257.7523103091476,-1153.381048615866,103787.4336373327,83599.95936266729,28424.058269999998,0.9071559871946463,1,95225.234,1,0.02032710396711601,0.02032710396711601
2025-03-02,86064.54,95000.0,85050.6,94270.0,54889.09045,46.77012771847409,-2820.867868054018,-2370.3754218581216,-450.49244619589626,103480.9083655074,83590.40263449258,30139.869024000003,1.8211456196539044,1,97620.42,1,0.09534090292481712,0.09534090292481712
2025-03-03,94269.99,94416.46,85117.11,86220.61,59171.10218,36.840434491605,-2968.379088960777,-2489.976155278653,-478.40293368212406,103457.43963481236,82658.11236518764,32166.0359435,1.8395521998400644,0,95902.69,1,-0.08538654927336375,-0.08538654927336375
2025-03-04,86221.16,88967.52,81500.0,87281.98,55609.10706,38.74588253852934,-2965.4551840989734,-2585.0719610427172,-380.38322305625616,102974.46654145962,82082.28445854037,33488.932984,1.6605219129127928,1,95794.375,1,0.012309933784973248,0.012309933784973248
2025-03-05,87281.98,91000.0,86334.53,90606.01,38264.01163,42.38072982149409,-2664.205228049439,-2600.898614444062,-63.30661360537715,102524.65179084339,81931.88620915661,34406.04475750001,1.1121304962454022,1,96701.18,1,0.038083806073143656,0.038083806073143656
2025-03-06,90606.0,92810.64,87836.0,89931.89,34342.44902,39.16496955025056,-2451.597823987264,-2571.0384563527023,119.44063236543843,101883.32646471445,81816.35253528552,35214.5158855,0.9752355855654662,0,96101.56,1,-0.007440124556858829,-0.007440124556858829
2025-03-07,89931.88,91283.02,84667.03,86801.75,57980.35713,38.17007384568354,-2506.7844125540723,-2558.1876475929766,51.40323503890431,101207.28102953805,81415.60697046193,37746.0649005,1.5360636210115763,0,94472.266,1,-0.034805673493573885,-0.034805673493573885
