time,open,high,low,close,volume,rsi,macd,signal_line,macd_hist,bb_upper,bb_lower,volume_sma,vol_ratio,trend,pred_close,signal,returns,strategy_returns
2025-03-08,86801.74,86897.25,85218.47,86222.45,12989.23054,37.04280309892047,-2567.666390347964,-2560.0833961439744,-7.582994203989529,100690.10778869684,80943.21321130315,37985.9551825,0.3419482405429703,0,93571.664,1,-0.006673828580645025,-0.006673828580645025
2025-03-09,86222.46,86500.0,80000.0,80734.37,26115.39345,32.771251054070746,-3023.9003457095823,-2652.8467860570963,-371.053559652486,100615.03734914675,79513.72065085325,38467.1226,0.6789016615971166,0,94089.945,1,-0.0636502442229373,-0.0636502442229373
2025-03-10,80734.48,84123.46,77459.91,78595.86,47633.38405,34.75103636772765,-3517.481588848066,-2825.7737466152907,-691.7078422327754,100582.3691666609,77838.80083333909,39680.382067,1.2004265475461255,0,94539.86,1,-0.026488223045525672,-0.026488223045525672
2025-03-11,78595.86,83617.4,76606.0,82932.99,48770.06853,43.461358097474005,-3518.1233994112845,-2964.2436771744897,-553.8797222367948,99660.59151146586,77389.44048853415,41296.9600165,1.1809602573776412,1,95549.96,1,0.055182677560879245,0.055182677560879245
2025-03-12,82932.99,84539.85,80607.65,83680.12,31933.986,49.292250931856564,-3418.93355413276,-3055.1816525661443,-363.75190156661574,98116.31272992684,77471.23127007316,42040.789727999996,0.7595952932047643,1,90158.17,1,0.009008839546240877,0.009008839546240877
2025-03-13,83680.12,84336.33,79939.9,81115.78,27546.27412,45.76043182989617,-3506.8212416879833,-3145.5095703905126,-361.31167129747064,96977.31047215864,77103.61352784136,41805.639364,0.6589128772832705,0,90005.87,1,-0.030644554525017353,-0.030644554525017353
2025-03-14,81115.78,85309.71,80818.84,83983.2,26858.52755,49.59143085428985,-3306.9752847390773,-3177.802713260226,-129.1725714788513,95356.55976072981,77467.58323927017,42585.15688750001,0.6307016226558453,1,90543.16,1,0.03534971863674374,0.03534971863674374
2025-03-15,83983.19,84676.28,83618.0,84338.44,11324.7332,48.01697637062181,-3084.3762553945853,-3159.117421687098,74.74116629251284,93497.54385251309,78134.64314748689,42607.151091,0.26579418970803115,1,90163.68,1,0.004229893597767154,0.004229893597767154
2025-03-16,84338.44,85117.04,81981.12,82574.53,17596.12531,34.22945616935871,-3015.5364887526957,-3130.401235100218,114.86474634752221,92677.42408928733,78056.92791071265,41909.452207,0.4198605417958905,0,89471.49,1,-0.020914662400679962,-0.020914662400679962
2025-03-17,82574.52,84756.83,82456.0,84010.03,17214.74358,46.37208029089266,-2812.7242899449193,-3066.8658460691586,254.1415561242393,92295.14041093564,77972.17458906437,38853.5338305,0.4430676410310569,1,90306.0,1,0.017384295133135996,0.017384295133135996
2025-03-18,84010.02,84021.74,81134.66,82715.03,17610.89883,42.56193434169874,-2725.0768488283356,-2998.5080466209943,273.4311977926586,92290.79731593005,77823.01168406996,36889.4015675,0.47739724911979625,0,89658.68,1,-0.015414826063030795,-0.015414826063030795
2025-03-19,82715.03,87000.0,82547.16,86845.94,28151.05374,44.03290979419319,-2295.82091235432,-2857.9706197676596,562.1497074133395,92439.03162315821,77888.51337684177,36171.681534999996,0.7782622356873519,1,90015.164,1,0.04994146771149088,0.04994146771149088
2025-03-20,86845.93,87453.67,83655.23,84223.39,22090.30463,41.46843117773163,-2142.5523477395764,-2714.886965362043,572.3346176224668,92435.9038143274,77878.98618567262,33093.794782,0.6675059410840097,0,89312.016,1,-0.030197727147636355,-0.030197727147636355
2025-03-21,84223.38,84850.33,83175.25,84088.79,11956.97443,45.54662861847915,-2008.7909099617536,-2573.6677542819853,564.8768443202316,92338.91053705646,77778.40546294356,32402.390771500002,0.36901519132708355,0,90203.43,1,-0.0015981308755205204,-0.0015981308755205204
2025-03-22,84088.79,84539.17,83625.1,83840.59,5420.22114,46.04716726875399,-1900.8992887972418,-2439.114061185037,538.2147723877952,90394.36670845885,78680.00829154115,29928.947306,0.18110296645526794,0,86098.25,1,-0.0029516419489445944,-0.0029516419489445944
2025-03-23,83840.59,86129.64,83809.75,86082.5,8461.97813,59.94728883449551,-1615.8643230552989,-2274.4641135590896,658.5997905037907,90379.4246276004,78681.13937239959,27393.4911035,0.30890469922319735,1,89873.66,1,0.02674015056430301,0.02674015056430301
2025-03-24,86082.5,88765.43,85519.09,87498.16,30115.62111,67.01542460673943,-1261.201779262541,-2071.81164669978,810.6098674372388,90412.40128630107,78669.78071369893,26118.816806,1.1530239418457064,1,91518.37,1,0.01644538669299811,0.01644538669299811
2025-03-25,87498.16,88539.63,86310.0,87392.87,22643.25248,60.1695301733062,-977.3587973250542,-1852.9210768248347,875.5622794997805,89703.20610771977,79057.66189228022,25337.7788485,0.8936557784085516,0,89848.45,1,-0.0012033395902268929,-0.0012033395902268929
2025-03-26,87392.88,88275.0,85860.0,86909.17,18408.78485,57.45249196486558,-782.4224576608976,-1638.8213529920474,856.3988953311498,89034.89865918175,79423.69734081824,24541.09564,0.7501207411455245,0,89153.91,1,-0.005534776464029556,-0.005534776464029556
2025-03-27,86909.17,87756.39,85800.0,87232.01,17098.03897,65.74503172314084,-595.0244427370199,-1430.061970941042,835.0375282040222,89108.47023558422,79393.15176441579,22496.979732,0.7600148630475728,1,89199.42,1,0.003714682811951864,0.003714682811951864
2025-03-28,87232.01,87515.67,83585.0,84424.38,27182.73169,51.13923815288383,-665.392215172862,-1277.1280197874062,611.7358046145441,88930.6844118794,79391.1305881206,23206.654789499997,1.1713334789768581,0,89606.95,1,-0.0321857767578666,-0.0321857767578666
2025-03-29,84424.38,84624.73,81644.81,82648.54,11696.39864,45.9345231851744,-854.603293689026,-1192.62307456773,338.01978087870407,88808.74817537543,79704.48382462459,22485.705049,0.5201704200295988,0,86954.64,1,-0.02103468216171689,-0.02103468216171689
2025-03-30,82648.53,83534.64,81565.0,82389.99,9864.49508,49.5213759805127,-1013.7315940228727,-1156.8447784587586,143.11318443588584,88261.78750951376,80630.85749048623,20597.2606005,0.4789226718702845,0,86712.71,1,-0.0031283069247198814,-0.0031283069247198814
2025-03-31,82390.0,83943.08,81278.52,82550.01,20569.13885,45.94499713931798,-1114.087138797011,-1148.293250526409,34.20611172939812,88278.29541561706,80576.05158438295,19187.2141165,1.0720232090552226,1,87662.55,1,0.0019422262340362817,0.0019422262340362817
2025-04-01,82550.0,85579.46,82432.74,85158.34,20190.39697,56.3245656586783,-971.9452193032776,-1113.023644281783,141.07842497850538,88348.57647442295,80653.59252557704,18600.034665,1.0855031903780596,1,90071.52,1,0.031596967704788925,0.031596967704788925
2025-04-02,85158.35,88500.0,82320.0,82516.29,39931.457,37.856597541842,-1060.2659921295271,-1102.4721138513319,42.20612172180472,88204.18105351404,80938.03894648596,19219.293809000003,2.077675558573381,0,87250.56,1,-0.0310251468030025,-0.0310251468030025
2025-04-03,82516.28,83998.02,81211.24,83213.09,27337.84135,46.823239685512355,-1061.795190302466,-1094.3367291415586,32.54153883909271,88207.98924208399,80857.21975791601,19243.259499,1.420645049837874,1,87647.69,1,0.008444393222235336,0.008444393222235336
2025-04-04,83213.09,84720.0,81659.0,83889.87,32915.53976,49.39514461553431,-996.9049018020451,-1074.850363673656,77.94546187161086,88196.00944265776,80824.34255734226,20322.799827000003,1.6196360757472905,1,88251.14,1,0.00813309540602325,0.00813309540602325
2025-04-05,83889.87,84266.0,82379.95,83537.99,9360.40468,49.08565033044708,-962.7743919876957,-1052.4351693364638,89.66077734876808,88161.92927277311,80954.7687272269,19911.013795500003,0.47011190771790345,0,86684.33,1,-0.004194546969735313,-0.004194546969735313
2025-04-06,83537.99,83817.63,77153.83,78430.0,27942.71436,30.29063490297402,-1332.537161882603,-1108.4555678456916,-224.08159403691138,88807.19530328216,79751.49969671784,20447.4123345,1.366564820177931,0,86006.55,1,-0.061145713465215135,-0.061145713465215135
2025-04-07,78430.0,81243.58,74508.0,79163.24,78387.53089,27.750929745116892,-1548.5596492716577,-1196.4763841308848,-352.08326514077294,89138.01357055112,79065.50242944888,23486.243937500003,3.337593320524115,1,89448.88,1,0.009348973607038236,0.009348973607038236
2025-04-08,79163.24,80867.99,76239.9,76322.42,35317.32063,24.21455413954878,-1926.7787530748174,-1342.5368579196713,-584.241895155146,89521.45583735294,77629.70816264708,23844.557282,1.4811480964949877,0,86127.01,1,-0.03588559538492875,-0.03588559538492875
2025-04-09,76322.42,83588.0,74620.0,82615.22,75488.28772,42.12857879780332,-1699.156925535135,-1413.8608714427642,-285.2960540923709,89447.65292952562,77542.69407047439,26514.4564365,2.8470614851482394,1,90024.266,1,0.0824502158081466,0.0824502158081466
2025-04-10,82615.22,82753.21,78464.36,79607.3,33284.80718,37.275459644567135,-1741.405158368303,-1479.3697288278722,-262.03542954043087,89462.11194537957,77080.08605462043,27580.848074,1.2068086916941843,0,87483.5,1,-0.036408787630172745,-0.036408787630172745
2025-04-11,79607.3,84300.0,78969.58,83423.84,34435.43797,48.384639626781905,-1450.207219324584,-1473.5372269272148,23.330007602630758,89436.0069456567,77064.51605434329,29031.6089155,1.186136051578419,1,88622.6,1,0.047942085713244875,0.047942085713244875
2025-04-12,83423.83,85905.0,82792.95,85276.9,18470.74437,54.232902735807066,-1057.7116577453126,-1390.3721130908345,332.660455345522,89328.19608362345,77091.76691637657,29532.0472275,0.6254474749993016,1,89434.82,1,0.022212595344448305,0.022212595344448305
2025-04-13,85276.91,86100.0,83034.23,83760.0,24680.04181,52.12042174106713,-859.1534638271405,-1284.128383238096,424.9749194109554,88809.08138703044,77237.06561296956,29260.2682625,0.8434660129767153,0,87247.28,1,-0.017787935537056265,-0.017787935537056265
2025-04-14,83760.0,85799.99,83678.0,84591.58,28659.09348,53.09547440934794,-627.4601385200076,-1152.7947342944783,525.3345957744707,88350.47631384109,77415.54168615889,29561.060312499998,0.9694880081105007,1,87735.73,1,0.009928127984718316,0.009928127984718316
2025-04-15,84591.58,86496.42,83600.0,83643.99,20910.99528,47.582142646159554,-514.3747111309785,-1025.1107296617784,510.7360185307998,87866.61913713865,77572.88086286135,29686.170834,0.704401904743145,0,87440.23,1,-0.011201942320973268,-0.011201942320973268
2025-04-16,83643.99,85500.0,83111.64,84030.38,20867.24519,52.60508411994515,-389.09006333469006,-897.9065963963607,508.8165330616706,87298.61093258423,77820.72606741577,29874.631145000003,0.6984938186757318,1,87294.08,1,0.004619459210398746,0.004619459210398746
2025-04-17,84030.38,85470.01,83736.26,84947.91,13728.84772,52.962362649935024,-213.3052245958679,-760.9863220362621,547.6810974403942,87373.68766005704,77798.00233994296,29201.936946499998,0.47013483198570744,1,87245.5,1,0.010919027142326287,0.010919027142326287
2025-04-18,84947.92,85132.08,84303.96,84474.69,6529.96315,51.005624287678515,-110.90097516123205,-630.9692526612562,520.0682775000241,87539.10772577446,77815.19727422553,28943.615171999998,0.22560979722799362,0,86502.586,1,-0.005570707978571843,-0.005570707978571843
2025-04-19,84474.7,85677.99,84364.45,85077.01,9666.58153,52.623815547652555,18.642422260905732,-501.0469176768238,519.6893399377295,87787.21801261972,77835.78898738026,28933.7194945,0.3340939809635438,1,87240.97,1,0.007130183016948566,0.007130183016948566
2025-04-20,85077.0,85320.76,83949.52,85179.24,8091.67725,63.87468372437623,128.0791875089053,-375.221696639678,503.3008841485833,88027.33517971834,77858.59482028165,28309.846414500003,0.2858255439300274,1,88732.29,1,0.0012016172171542827,0.0012016172171542827
2025-04-21,85179.24,88465.99,85144.76,87516.23,31773.37262,66.10936018011338,398.7872037287598,-220.41991656599043,619.2071202947502,88461.0598802576,77660.65911974238,28888.995197000004,1.0998434664594885,1,91366.44,1,0.02743614523914495,0.02743614523914495
2025-04-22,87516.22,93888.0,87076.03,93442.99,43872.74705,79.50618764828005,1079.1257668214676,39.48922011150125,1039.6365467099663,90716.01361626807,76498.37538373195,29086.059699499998,1.5083771230365106,1,93774.34,1,0.0677218385664009,0.0677218385664009
2025-04-23,93442.99,94696.05,91935.41,93691.08,27404.16808,74.11242680841136,1619.647481303531,355.52087234990734,1264.1266089536239,92542.64912914191,75719.53887085809,29089.376036,0.9420679235637627,1,93285.29,0,0.0026549878166355345,0.0026549878166355345
2025-04-24,93691.07,94005.0,91660.01,93980.47,19497.06071,85.49177992146616,2047.7608760538278,693.9688730906915,1353.7920029631364,94127.37933301365,75143.86866698634,28418.452083500004,0.6860704676212875,1,92086.79,0,0.0030887678955136,0.0
2025-04-25,93980.47,95758.04,92855.96,94638.68,27500.66648,82.81061844582823,2412.3478277692775,1037.644664026409,1374.7031637428686,95660.05052679477,74721.26647320524,29325.4651735,0.9377742626517999,1,92787.88,0,0.007003689170739236,0.0
2025-04-26,94638.68,95199.0,93870.69,94628.0,9415.06875,80.66360700635111,2669.6497662611946,1364.0456844733662,1305.6040817878284,96769.68548152395,75231.43151847608,28399.082893000003,0.33152721112415534,0,93615.32,0,-0.0001128502637609552,-0.0
2025-04-27,94628.0,95369.0,93602.58,93749.3,11162.841,84.18726488191398,2770.720518455608,1645.3806512698147,1125.339867185793,97524.92244648538,75934.80055351462,25037.8483985,0.445838668815838,0,93374.19,0,-0.009285835059390402,-0.0
2025-04-28,93749.29,95630.0,92800.01,95011.18,22157.53351,84.63967372297043,2918.9946346369106,1900.1034479432342,1018.8911866936764,97886.41462758614,77442.18437241385,24379.8590425,0.9088458416176259,1,93674.91,0,0.013460153835815225,0.0
2025-04-29,95011.18,95461.53,93742.54,94256.82,16955.3402,85.74125650394879,2941.7220517631504,2108.427168707218,833.2948830559326,98583.1005438302,77909.6584561698,21453.2116665,0.7903404144600131,0,93339.88,0,-0.007939697201950202,-0.0
2025-04-30,94256.82,95228.45,92910.0,94172.0,17661.2751,84.86247677924928,2919.2382668704668,2270.5893883398676,648.6488785305992,98787.60072506788,79161.62827493211,20672.0350625,0.8543558990008848,0,95239.586,1,-0.0008998818334843284,-0.0
2025-05-01,94172.0,97424.02,94130.43,96489.91,21380.45343,86.19189291564555,3053.259594753734,2427.1234296226407,626.1361651310931,99622.99340050798,79632.84259949203,20019.2858355,1.067992814812917,1,99466.484,1,0.024613579407891883,0.024613579407891883
2025-05-02,96489.9,97895.68,96350.0,96887.14,14905.74811,89.10770739219785,3155.1549417306232,2572.7297320442376,582.4252096863856,100484.17908023554,79932.68091976445,19841.036022499997,0.7512585579249332,1,97469.03,1,0.004116803508263045,0.004116803508263045
2025-05-03,96887.13,96935.67,95753.01,95856.42,9723.34838,83.06979335463257,3116.8086188010493,2681.5455093956,435.2631094054491,100913.36787002935,80713.13412997065,19093.201351,0.5092571015855726,0,97867.92,1,-0.010638357164841517,-0.010638357164841517
2025-05-04,95856.42,96304.48,94151.38,94277.62,11036.38342,75.59385503084752,2925.301857317172,2730.296778979915,195.00507833725715,101064.9575223039,81530.1484776961,18212.065848000002,0.6059929451228063,0,98766.74,1,-0.016470466975503584,-0.016470466975503584
2025-05-05,94277.61,95199.0,93514.1,94733.68,17251.18189,72.70550869185796,2778.305028720788,2739.8984289280897,38.406599792698216,101031.43420860652,82672.6407913935,18029.0751785,0.9568534003658906,1,99028.19,1,0.0048374152847727725,0.0048374152847727725
2025-05-06,94733.68,96920.65,93377.0,96834.02,16122.64513,64.05061990405392,2799.0234675273678,2751.7234366479456,47.30003087942214,101145.62105091933,83838.81794908065,17791.8451755,0.9061817350007887,1,99000.47,1,0.022170995574119168,0.022170995574119168
2025-05-07,96834.02,97732.0,95784.61,97030.5,16644.83854,63.89620808983006,2799.0317775037256,2761.185104819102,37.84667268462363,101201.79080316548,84990.90719683452,17937.6447165,0.9279277632636571,1,99000.47,1,0.0020290389679165077,0.0020290389679165077
2025-05-08,97030.5,104145.76,96876.29,103261.6,34962.02847,75.84223454652683,3264.208296402532,2861.7897431357883,402.41855326674386,102287.24379031287,85784.14520968715,19359.2479825,1.8059600508038482,1,101850.69,0,0.06421795208723036,0.06421795208723036
2025-05-09,103261.61,104361.3,102315.14,102971.99,27617.39907,73.68939926737016,3568.3610870337434,3003.1040119153795,565.2570751183639,102969.90074617953,86890.98625382049,20256.7888595,1.363365104980498,0,101603.08,0,-0.002804624371499198,-0.0
2025-05-10,102971.99,104984.57,102818.76,104809.53,15324.78611,76.22004012247916,3912.5767368213565,3184.9985568965753,727.5781799247811,103728.9315961569,88094.98440384313,20618.4443025,0.7432561780687721,1,103048.234,0,0.017845046988020696,0.0
2025-05-11,104809.53,104972.0,103345.06,104118.0,17987.12197,76.96196975512238,4082.5088073179504,3364.500606980851,718.0082003370994,104327.6152121693,89156.47778783072,19929.13177,0.9025542195007525,0,102591.734,0,-0.006597968715249425,-0.0
2025-05-12,104118.0,105819.45,100718.37,102791.32,31272.77792,70.16292803985661,4063.290129703397,3504.2585115253605,559.0316181780363,105085.60181706019,89333.32418293982,19299.1333135,1.6204239543816343,0,100738.74,0,-0.01274208110028996,-0.0
2025-05-13,102791.32,104976.25,101429.7,104103.72,21253.42409,74.80175021988572,4106.620338071472,3624.730876834583,481.8894612368895,105994.03097723822,89466.15902276179,18991.596114,1.1190962551237413,1,100856.82,0,0.012767615008738131,0.0
2025-05-14,104103.72,104356.95,102602.05,103507.82,16452.9081,72.92427672708882,4046.2332325128664,3709.0313479702395,337.2018845426269,106656.61264945216,89756.31235054783,18839.3884835,0.8733249550222856,0,101626.39,0,-0.005724099004339123,-0.0
2025-05-15,103507.83,104192.7,101383.07,103763.71,17998.98604,69.8734664169073,3973.223355137743,3761.8697494037406,211.35360573400249,107285.38360173514,90040.04439826487,18364.304461500004,0.9801071463247694,1,101525.28,0,0.0024721803627976158,0.0
2025-05-16,103763.71,104550.33,103100.49,103463.9,15683.88024,68.06518316352484,3846.82651838928,3778.8611032008484,67.9654151884315,107762.12944666049,90446.8885533395,18677.745036,0.8397095157777589,0,102253.734,0,-0.002889353127408567,-0.0
2025-05-17,103463.9,103709.86,102612.5,103126.65,11250.89622,70.76094598384066,3677.0560449437617,3758.500091549431,-81.44404660566943,108023.053929927,91123.699070073,18682.147797,0.6022271283929507,0,103218.31,1,-0.00325959102643536,-0.0
