name,total_return,cagr,max_drawdown,time_in_market,trades
Strategy,43.30767106760337,0.45596689170080196,-0.4856237404415489,0.9815568212639002,163
Buy&Hold,332.9604186046512,0.7785900316497381,-0.501080287689262,1.0,1
